rivi_id,myymala,ketju,kunta,maakunta,alueosuuskauppa,aloituspaiva,aloitus_tarkkuus,lopetuspaiva,tila,huomiot,lahde_id
247,S-market Vaasanpuistikko,S-market,Vaasa,Pohjanmaa,Osuuskauppa KPO,2025-09-03,päivä,,aktiivinen,KPO:n ensimmäiset robomyymälät.,L68;L69
248,Sale ABC Kokkola,Sale (ABC),Kokkola,Keski-Pohjanmaa,Osuuskauppa KPO,2026-04-29,päivä,,aktiivinen,,L69
249,Sale ABC Hiekkasärkät,Sale (ABC),Kalajoki,Pohjois-Pohjanmaa,Osuuskauppa KPO,2026-04-29,päivä,,aktiivinen,,L69
250,S-market Kalajoki,S-market,Kalajoki,Pohjois-Pohjanmaa,Osuuskauppa KPO,2026-04-29,päivä,,aktiivinen,,L69
251,S-market Laihia,S-market,Laihia,Pohjanmaa,Osuuskauppa KPO,2026-04-29,päivä,,aktiivinen,,L69
252,S-market Isokyrö,S-market,Isokyrö,Pohjanmaa,Osuuskauppa KPO,2026-04-29,päivä,,aktiivinen,,L69
253,Sale ABC Pietarsaari,Sale (ABC),Pietarsaari,Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
254,Sale Korsnäs,Sale,Korsnäs,Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
255,Sale Maxmo,Sale,Vöyri,Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
256,Sale Vestersundsby,Sale,Pietarsaari,Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,"KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026). Kunta tarkistettu: Santapellontie 2, Pietarsaari.",L70;L80
257,S-market Haapajärvi,S-market,Haapajärvi,Pohjois-Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
258,S-market Kannus,S-market,Kannus,Keski-Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
259,S-market Kruunupyy,S-market,Kruunupyy,Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
260,S-market Kälviä,S-market,Kokkola,Keski-Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
261,S-market Kärsämäki,S-market,Kärsämäki,Pohjois-Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
262,S-market Köpings,S-market,Maalahti,Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,"KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026). Kunta tarkistettu: Malminkatu 12, Maalahti.",L70;L80
263,S-market Lappajärvi,S-market,Lappajärvi,Etelä-Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
264,S-market Luoto,S-market,Luoto,Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
265,S-market Sievi,S-market,Sievi,Pohjois-Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
266,S-market Toholampi,S-market,Toholampi,Keski-Pohjanmaa,Osuuskauppa KPO,2026-08-26,päivä,,aktiivinen,KPO:n laajennuksen 1. vaihe 26.8.2026 (n. 30 myymälää elo–syyskuussa 2026).,L70
267,Sale ABC Oravainen,Sale (ABC),Vöyri,Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
268,Sale Hakatori,Sale,Kokkola,Keski-Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä). Kunta tarkistettu: Kaarlelankatu 26, Kokkola.",L70;L80
269,Sale Korsholmanpuistikko,Sale,Vaasa,Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
270,Sale Pännäinen,Sale,Pedersöre,Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä). Kunta tarkistettu: Sursikintie 9, Pedersöre.",L70;L80
271,Sale Tervajoki,Sale,Vaasa,Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä). Kunta tarkistettu: Loukontie 4, Tervajoki, Vaasa.",L70;L80
272,S-market Alavieska,S-market,Alavieska,Pohjois-Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
273,S-market Evijärvi,S-market,Evijärvi,Etelä-Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
274,S-market Haapavesi,S-market,Haapavesi,Pohjois-Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
275,S-market Himanka,S-market,Kalajoki,Pohjois-Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
276,S-market Kaustinen,S-market,Kaustinen,Keski-Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
277,S-market Perho,S-market,Perho,Keski-Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
278,S-market Vähäkyrö,S-market,Vaasa,Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
279,S-market Vöyri,S-market,Vöyri,Pohjanmaa,Osuuskauppa KPO,2026-09-16,päivä,,tuleva,"KPO:n laajennuksen 2. vaihe, aloitus ilmoitettu 16.9.2026 (tietokannan kokoamispäivää seuraava päivä).",L70
